21	->	45
21	->	53
21	->	61
22	->	6
22	->	14
22	->	17
22	->	18
22	->	19
22	->	20
22	->	21
22	->	23
22	->	24
22	->	30
22	->	38
22	->	46
22	->	54
22	->	62
23	->	7
23	->	15
23	->	17
23	->	18
23	->	19
23	->	20
23	->	21
23	->	22
23	->	24
23	->	31
23	->	39
23	->	47
23	->	55
23	->	63
24	->	8
24	->	16
24	->	17
24	->	18
24	->	19
24	->	20
24	->	21
24	->	22
24	->	23
24	->	32
24	->	40
24	->	48
24	->	56
24	->	64
25	->	1
25	->	9
25	->	17
25	->	26
25	->	27
25	->	28
25	->	29
25	->	30
25	->	31
25	->	32
25	->	33
25	->	41
25	->	49
25	->	57
26	->	2
26	->	10
26	->	18
26	->	25
26	->	27
26	->	28
26	->	29
26	->	30
26	->	31
26	->	32
26	->	34
26	->	42
26	->	50
26	->	58
27	->	3
27	->	11
27	->	19
27	->	25
27	->	26
27	->	28
27	->	29
27	->	30
27	->	31
27	->	32
27	->	35
27	->	43
27	->	51
27	->	59
28	->	4
28	->	12
28	->	20
28	->	25
28	->	26
28	->	27
28	->	29
28	->	30
28	->	31
28	->	32
28	->	36
28	->	44
28	->	52
28	->	60
29	->	5
29	->	13
29	->	21
29	->	25
29	->	26
29	->	27
29	->	28
29	->	30
29	->	31
29	->	32
29	->	37
29	->	45
29	->	53
29	->	61
30	->	6
30	->	14
30	->	22
30	->	25
30	->	26
30	->	27
30	->	28
30	->	29
30	->	31
30	->	32
30	->	38
30	->	46
30	->	54
30	->	62
31	->	7
31	->	15
31	->	23
31	->	25
31	->	26
31	->	27
31	->	28
31	->	29
31	->	30
31	->	32
31	->	39
31	->	47
31	->	55
31	->	63
32	->	8
32	->	16
32	->	24
32	->	25
32	->	26
32	->	27
32	->	28
32	->	29
32	->	30
32	->	31
32	->	40
32	->	48
32	->	56
32	->	64
33	->	1
33	->	9
33	->	17
33	->	25
33	->	34
33	->	35
33	->	36
33	->	37
33	->	38
33	->	39
33	->	40
33	->	41
33	->	49
33	->	57
34	->	2
34	->	10
34	->	18
34	->	26
34	->	33
34	->	35
34	->	36
34	->	37
34	->	38
34	->	39
34	->	40
34	->	42
34	->	50
34	->	58
35	->	3
35	->	11
35	->	19
35	->	27
35	->	33
35	->	34
35	->	36
35	->	37
35	->	38
35	->	39
35	->	40
35	->	43
35	->	51
35	->	59
36	->	4
36	->	12
36	->	20
36	->	28
36	->	33
36	->	34
36	->	35
36	->	37
36	->	38
36	->	39
36	->	40
36	->	44
36	->	52
36	->	60
37	->	5
37	->	13
37	->	21
37	->	29
37	->	33
37	->	34
37	->	35
37	->	36
37	->	38
37	->	39
37	->	40
37	->	45
37	->	53
37	->	61
38	->	6
38	->	14
38	->	22
38	->	30
38	->	33
38	->	34
38	->	35
38	->	36
38	->	37
38	->	39
38	->	40
38	->	46
38	->	54
38	->	62
39	->	7
39	->	15
39	->	23
39	->	31
39	->	33
39	->	34
39	->	35
39	->	36
39	->	37
39	->	38
39	->	40
39	->	47
39	->	55
39	->	63
40	->	8
40	->	16
40	->	24
40	->	32
40	->	33
40	->	34
40	->	35
40	->	36
40	->	37
40	->	38
40	->	39
40	->	48
40	->	56
40	->	64
41	->	1
41	->	9
41	->	17
41	->	25
41	->	33
41	->	42
41	->	43
41	->	44
41	->	45
41	->	46
41	->	47
41	->	48
41	->	49
41	->	57
42	->	2
42	->	10
42	->	18
42	->	26
42	->	34
42	->	41
42	->	43
42	->	44
42	->	45
42	->	46
42	->	47
42	->	48
42	->	50
42	->	58
43	->	3
43	->	11
43	->	19
43	->	27
43	->	35
43	->	41
43	->	42
43	->	44
43	->	45
43	->	46
43	->	47
43	->	48
43	->	51
43	->	59
44	->	4
44	->	12
44	->	20
44	->	28
44	->	36
44	->	41
44	->	42
44	->	43
44	->	45
44	->	46
44	->	47
44	->	48
44	->	52
44	->	60
45	->	5
45	->	13
45	->	21
45	->	29
45	->	37
45	->	41
45	->	42
45	->	43
45	->	44
45	->	46
45	->	47
45	->	48
45	->	53
45	->	61
46	->	6
46	->	14
46	->	22
46	->	30
46	->	38
46	->	41
46	->	42
46	->	43
46	->	44
46	->	45
46	->	47
46	->	48
46	->	54
46	->	62
47	->	7
47	->	15
47	->	23
47	->	31
47	->	39
47	->	41
47	->	42
47	->	43
47	->	44
47	->	45
47	->	46
47	->	48
47	->	55
47	->	63
48	->	8
48	->	16
48	->	24
48	->	32
48	->	40
48	->	41
48	->	42
48	->	43
48	->	44
48	->	45
48	->	46
48	->	47
48	->	56
48	->	64
49	->	1
49	->	9
49	->	17
49	->	25
49	->	33
49	->	41
49	->	50
49	->	51
49	->	52
49	->	53
49	->	54
49	->	55
49	->	56
49	->	57
50	->	2
50	->	10
50	->	18
50	->	26
50	->	34
50	->	42
50	->	49
50	->	51
50	->	52
50	->	53
50	->	54
50	->	55
50	->	56
50	->	58
51	->	3
51	->	11
51	->	19
51	->	27
51	->	35
51	->	43
51	->	49
51	->	50
51	->	52
51	->	53
51	->	54
51	->	55
51	->	56
51	->	59
52	->	4
52	->	12
52	->	20
52	->	28
52	->	36
52	->	44
52	->	49
52	->	50
52	->	51
52	->	53
52	->	54
52	->	55
52	->	56
52	->	60
53	->	5
53	->	13
53	->	21
53	->	29
53	->	37
53	->	45
53	->	49
53	->	50
53	->	51
53	->	52
53	->	54
53	->	55
53	->	56
53	->	61
54	->	6
54	->	14
54	->	22
54	->	30
54	->	38
54	->	46
54	->	49
54	->	50
54	->	51
54	->	52
54	->	53
54	->	55
54	->	56
54	->	62
55	->	7
55	->	15
55	->	23
55	->	31
55	->	39
55	->	47
55	->	49
55	->	50
55	->	51
55	->	52
55	->	53
55	->	54
55	->	56
55	->	63
56	->	8
56	->	16
56	->	24
56	->	32
56	->	40
56	->	48
56	->	49
56	->	50
56	->	51
56	->	52
56	->	53
56	->	54
56	->	55
56	->	64
57	->	1
57	->	9
57	->	17
57	->	25
57	->	33
57	->	41
57	->	49
57	->	58
57	->	59
57	->	60
57	->	61
57	->	62
57	->	63
57	->	64
58	->	2
58	->	10
58	->	18
58	->	26
58	->	34
58	->	42
58	->	50
58	->	57
58	->	59
58	->	60
58	->	61
58	->	62
58	->	63
58	->	64
59	->	3
59	->	11
59	->	19
59	->	27
59	->	35
59	->	43
59	->	51
59	->	57
59	->	58
59	->	60
59	->	61
59	->	62
59	->	63
59	->	64
60	->	4
60	->	12
60	->	20
60	->	28
60	->	36
60	->	44
60	->	52
60	->	57
60	->	58
60	->	59
60	->	61
60	->	62
60	->	63
60	->	64
61	->	5
61	->	13
61	->	21
61	->	29
61	->	37
61	->	45
61	->	53
61	->	57
61	->	58
61	->	59
61	->	60
61	->	62
61	->	63
61	->	64
62	->	6
62	->	14
62	->	22
62	->	30
62	->	38
62	->	46
62	->	54
62	->	57
62	->	58
62	->	59
62	->	60
62	->	61
62	->	63
62	->	64
63	->	7
63	->	15
63	->	23
63	->	31
63	->	39
63	->	47
63	->	55
63	->	57
63	->	58
63	->	59
63	->	60
63	->	61
63	->	62
63	->	64
64	->	8
64	->	16
64	->	24
64	->	32
64	->	40
64	->	48
64	->	56
64	->	57
64	->	58
64	->	59
64	->	60
64	->	61
64	->	62
64	->	63
